internal_id,basic_final_polish,gw_polish,diameter_min,diameter_max,height,table_size,crown_angle,pavilion_angle,star_length,lower_half,girdle_thick,girdle_min,girdle_max,culet_size,crown_height,pavilion_depth,total_depth,table_size_pct,table_size_pct_grade,crown_angle_degree,crown_angle_degree_grade,pavilion_angle_degree,pavilion_angle_degree_grade,star_length_pct,star_length_pct_grade,lower_half_pct,lower_half_pct_grade,girdle_thick_pct,girdle_thick_pct_grade,girdle_min_description,girdle_max_description,girdle_grade,culet_size_description,crown_height_pct,crown_height_pct_grade,pavilion_depth_pct,total_depth_pct,total_depth_pct_grade,individual_cut_grade,est_table_cut_grade,gradia_cut,final_gradia_cut,final_sarine_cut,gw_cut,sarine_cut,sarine_symmetry,gw_symmetry,roundness,roundness_grade,table_size_dev,table_size_dev_grade,crown_angle_dev,crown_angle_dev_grade,pavilion_angle_dev,pavilion_angle_dev_grade,star_length_dev,star_length_dev_grade,lower_half_dev,lower_half_dev_grade,girdle_thick_dev,girdle_thick_dev_grade,crown_height_dev,crown_height_dev_grade,pavilion_depth_dev,pavilion_depth_dev_grade,misalignment,misalignment_grade,table_edge_var,table_edge_var_grade,table_off_center,table_off_center_grade,culet_off_center,culet_off_center_grade,table_off_culet,table_off_culet_grade,star_angle,star_angle_grade,upper_half_angle,upper_half_angle_grade,lower_half_angle,lower_half_angle_grade,remarks
768,EX,,2.97,3,1.866,58.1,34.6,41.4,49,79.8,4.05,1.88,3.05,0.4,14.47,43.99,62.51,58,EX,34.5,EX,41.4,EX,50,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,14.5,EX,44,62.5,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,1.2,VG,1.6,VG,0.8,EX,1.1,VG,2.2,EX,4,EX,0.8,EX,1,EX,1,EX,1.8,VG,1.7,EX,0.4,EX,0.8,VG,0.5,EX,2,EX,2.1,EX,1.1,EX,
769,EX,,3.03,3.06,1.929,59.5,36.26,41.45,48,79.4,4.46,2.46,3.81,0.46,14.86,43.93,63.29,60,EX,36.5,EX,41.4,EX,50,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,15,EX,44,63.3,VG,VG,VG,VG,VG,VG,#N/A,VG,GD,,1,VG,0.8,EX,2.3,VG,2,GD,6.1,EX,3.6,EX,1.5,VG,1,EX,1,EX,2,VG,1.5,EX,0.2,EX,1.6,GD,1.8,VG,1.9,EX,2.4,EX,1.9,VG,
771,VG,,3.02,3.05,1.931,60.4,36.94,41.5,51.5,76.1,4.68,2.41,3.49,0.59,14.9,44.02,63.67,60,EX,37,VG,41.6,EX,50,EX,75,EX,4.5,EX,STK,THK,VG,None / Very Small,15,EX,44,63.7,VG,VG,GD,GD,GD,GD,#N/A,GD,GD,,0.8,EX,0.5,EX,1.5,VG,1.7,VG,7.2,EX,3.6,EX,1.2,EX,1.3,VG,0.7,EX,3.6,GD,3.3,VG,0.4,EX,1.2,VG,0.9,EX,3,EX,2.9,EX,1.8,EX,
772,EX,,3.09,3.12,1.929,58,34.04,41.39,46.5,79.1,3.99,1.71,3.29,0.23,14.24,43.86,62.13,58,EX,34,EX,41.4,EX,45,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,14,EX,44,62.1,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,1.1,VG,1.9,VG,0.4,EX,0.3,EX,4.7,EX,4,EX,1.3,VG,1,EX,1.3,VG,1.6,VG,2.5,EX,0.3,EX,0.2,EX,0.5,EX,1.1,EX,1.4,EX,0.3,EX,
773,EX,,3.01,3.03,1.956,58.5,36.21,41.61,46.3,80.4,5.33,3.01,3.94,0.56,15.22,44.14,64.73,59,EX,36,EX,41.6,EX,45,EX,80,EX,5.5,VG,THK,THK,VG,None / Very Small,15,EX,44,64.7,GD,GD,VG,GD,GD,GD,#N/A,GD,GD,,0.8,EX,1.3,VG,0.9,EX,0.8,EX,3,EX,3.8,EX,1.1,EX,1,EX,1.7,VG,3.5,GD,1.4,EX,0.5,EX,0.1,EX,0.5,EX,1.2,EX,2.9,EX,1,EX,
316,EX,,3.17,3.19,1.995,57.5,35.58,41.43,49.1,80.2,3.59,1.67,2.61,0.53,15.22,43.88,62.76,58,EX,35.5,EX,41.4,EX,50,EX,80,EX,3.5,EX,MED,STK,EX,None / Very Small,15,EX,44,62.8,EX,EX,EX,EX,EX,EX,#N/A,EX,VG,,0.6,EX,1.1,EX,1.7,VG,1.1,VG,3.9,EX,2,EX,0.7,EX,0.9,EX,0.9,EX,1.4,EX,3.9,VG,0.5,EX,1.2,VG,1.7,VG,1.4,EX,2.4,EX,1.2,EX,
320,EX,,3.13,3.16,1.977,59.2,35,41.36,43.1,79.6,4.74,2.16,3.97,0.45,14.3,43.8,62.84,59,EX,35,EX,41.4,EX,45,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,14.5,EX,44,62.8,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,0.8,EX,0.8,EX,1.3,VG,0.5,EX,4.5,EX,1.8,EX,1.3,VG,0.6,EX,1.3,VG,2.3,VG,2.8,VG,0.5,EX,0.6,EX,0.8,EX,1.9,EX,3,EX,0.7,EX,
324,VG,,3.14,3.18,1.958,59.5,34.39,41.26,48.9,81.4,4.49,2.18,3.86,0.44,13.86,43.59,61.94,60,EX,34.5,EX,41.2,EX,50,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,14,EX,43.5,61.9,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,1.3,VG,2.3,VG,2,VG,1.7,VG,3.7,EX,2.8,EX,0.8,EX,1.6,VG,1.9,VG,2.8,VG,1.9,EX,0.6,EX,0.7,VG,0.5,EX,1.9,EX,1.9,EX,1.8,EX,
327,EX,,2.99,3.01,1.865,57.7,33.96,41.48,47.2,80.6,3.87,1.74,3.04,0.43,14.28,44.04,62.23,58,EX,34,EX,41.4,EX,45,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,14.5,EX,44,62.2,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,0.6,EX,0.9,EX,0.9,EX,0.9,EX,5.5,EX,2.6,EX,1,EX,1,EX,1.7,VG,2.1,VG,2.3,EX,0.5,EX,0.9,VG,1.1,VG,2.5,EX,1.1,EX,1,EX,
328,EX,,3.07,3.09,1.855,61.6,35.25,41.65,49.5,76.6,2.53,0.68,1.33,0.49,13.54,44.2,60.25,62,EX,35.5,EX,41.6,EX,50,EX,75,EX,2.5,EX,ETN to VTN,MED,VG,None / Very Small,13.5,EX,44,60.2,EX,VG,VG,VG,VG,VG,#N/A,VG,GD,,0.8,EX,1.6,VG,2.4,VG,0.7,EX,6.2,EX,2.3,EX,0.5,EX,1,EX,1,EX,3.2,GD,2.7,EX,0.3,EX,0.2,EX,0.4,EX,2.2,EX,2.1,EX,0.8,EX,
329,EX,,3.01,3.02,1.866,57.4,33.71,41.53,46.3,80.9,3.78,1.53,2.79,0.5,14.17,43.96,61.91,57,EX,33.5,EX,41.6,EX,45,EX,80,EX,4,EX,MED,STK,EX,None / Very Small,14,EX,44,61.9,EX,EX,EX,EX,EX,EX,#N/A,EX,VG,,0.6,EX,0.3,EX,0.5,EX,0.7,EX,3.7,EX,3.1,EX,1.6,VG,0.7,EX,1,EX,1.6,VG,2.1,EX,0.3,EX,0.7,VG,1,VG,2.9,EX,1.4,EX,0.5,EX,
330,EX,,2.99,3.02,1.853,59.2,34.1,40.93,43.4,81.1,4.65,2.59,3.79,0.33,13.8,43.12,61.6,59,EX,34,EX,41,EX,45,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,14,EX,43,61.6,EX,VG,EX,VG,VG,VG,#N/A,VG,GD,,1,VG,0.5,EX,3,GD,1,VG,5.4,EX,3,EX,1,EX,1.7,VG,1,EX,1.7,VG,2.6,EX,0.1,EX,0.5,EX,0.4,EX,3.2,EX,2,EX,1,EX,
333,VG,,3.06,3.08,1.891,59,35.36,41.01,47,79.5,3.69,1.24,3.03,0.26,14.55,43.38,61.68,59,EX,35.5,EX,41,EX,45,EX,80,EX,3.5,EX,THN,THK,VG,None / Very Small,14.5,EX,43.5,61.7,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,0.6,EX,0.6,EX,1.2,EX,1,VG,5.6,EX,5.3,EX,1.5,VG,0.7,EX,1.6,VG,2.4,VG,3.1,VG,0.6,EX,0.6,EX,1,VG,1.2,EX,1.4,EX,1.2,EX,
334,VG,,3.01,3.04,1.839,61.2,34.78,41.53,48.3,76.2,3.41,1.62,2.58,0.7,13.44,43.93,60.87,61,EX,35,EX,41.6,EX,50,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,13.5,EX,44,60.9,EX,EX,VG,VG,VG,VG,#N/A,VG,GD,,1.1,VG,1.3,VG,0.8,EX,0.2,EX,5.3,EX,3.1,EX,1.4,VG,0.7,EX,1,EX,3.6,GD,3.8,VG,0.4,EX,0.3,EX,0.4,EX,2.5,EX,2.5,EX,0.3,EX,
335,EX,,2.99,3.03,1.872,59.2,35.41,41.75,48.1,77.1,3.52,1.8,2.73,1.03,14.56,44.12,62.23,59,EX,35.5,EX,41.8,EX,50,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,14.5,EX,44,62.2,EX,EX,VG,VG,VG,VG,#N/A,VG,VG,,1.2,VG,0.3,EX,1.6,VG,1.6,VG,7.8,EX,4.9,EX,0.5,EX,0.7,EX,1,EX,1.5,EX,4.2,VG,0.1,EX,0.9,VG,0.8,EX,3.4,EX,3.3,EX,1.6,EX,
337,EX,,3.02,3.04,1.91,58.3,35.81,41.5,50.4,76.9,3.96,1.88,2.94,0.66,15.09,43.97,63.06,58,EX,36,EX,41.6,EX,50,EX,75,EX,4,EX,MED,STK,EX,None / Very Small,15,EX,44,63.1,VG,VG,VG,VG,VG,VG,#N/A,VG,VG,,0.7,EX,0.9,EX,0.4,EX,0.5,EX,7.5,EX,3,EX,1.3,VG,0.7,EX,1,EX,1.4,EX,2.6,EX,0.2,EX,0.4,EX,0.6,EX,1.1,EX,1.9,EX,0.6,EX,
338,EX,,3.03,3.05,1.854,60.5,34.71,41.2,47.4,78.4,3.78,2.07,2.86,0.72,13.64,43.46,60.95,61,EX,34.5,EX,41.2,EX,45,EX,80,EX,4,EX,STK,STK,EX,None / Very Small,13.5,EX,43.5,60.9,EX,EX,EX,EX,EX,EX,#N/A,EX,VG,,0.8,EX,0.8,EX,0.4,EX,0.2,EX,1.6,EX,2.5,EX,0.4,EX,1,EX,1.3,VG,2.1,VG,2.8,VG,0.6,EX,0.4,EX,1,VG,1.3,EX,2,EX,0.2,EX,
345,EX,,2.96,3,1.839,59.7,34.08,41.4,49.9,79.1,4.23,2.38,3.36,0.37,13.63,43.89,61.75,60,EX,34,EX,41.4,EX,50,EX,80,EX,4,EX,STK,THK,VG,None / Very Small,13.5,EX,44,61.8,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,1.2,VG,0.5,EX,0.4,EX,0.7,EX,4.4,EX,2.7,EX,1.4,VG,1,EX,1,EX,2.5,VG,2.1,EX,0.5,EX,0.2,EX,0.5,EX,0.7,EX,2.5,EX,0.7,EX,
359,EX,,2.85,2.9,1.809,58.8,34.98,41.45,47.7,79.4,4.52,2.68,3.89,0.59,14.45,43.85,62.86,59,EX,35,EX,41.4,EX,50,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,14.5,EX,44,62.9,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,1.8,VG,1.3,VG,2.2,VG,1,VG,4.4,EX,2.4,EX,1.2,EX,0.7,EX,0.7,EX,2.5,VG,2.1,EX,0.3,EX,0.6,EX,0.9,EX,3.2,EX,5.4,EX,1,EX,
360,EX,,2.81,2.85,1.814,56.7,35.73,41.54,44.2,81.5,4.6,2.55,3.54,0.57,15.59,43.92,64.14,57,EX,35.5,EX,41.6,EX,45,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,15.5,EX,44,64.1,VG,VG,VG,VG,VG,VG,#N/A,VG,VG,,1.4,VG,0.5,EX,0.8,EX,0.6,EX,2.9,EX,2,EX,1.5,VG,0.7,EX,0.7,EX,1.5,EX,3.1,VG,0.1,EX,0.5,EX,0.5,EX,1.1,EX,0.4,EX,0.6,EX,
364,EX,,3.04,3.05,1.954,57.7,36.15,41.64,47.4,80.8,4.53,2.3,3.61,0.59,15.47,44.14,64.17,58,EX,36,EX,41.6,EX,45,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,15.5,EX,44,64.2,VG,VG,VG,VG,VG,VG,#N/A,VG,VG,,0.5,EX,0.4,EX,0.7,EX,0.5,EX,3.8,EX,2.7,EX,1.1,EX,1.3,VG,1.3,VG,2.2,VG,2.5,EX,0.8,VG,0.3,EX,1.1,VG,1.7,EX,2.1,EX,0.5,EX,
365,EX,,2.88,2.9,1.813,59.8,34.28,42.05,47,77,4.22,1.9,2.98,0.76,13.74,44.72,62.76,60,EX,34.5,EX,42,VG,45,EX,75,EX,4,EX,MED,THK,VG,None / Very Small,13.5,EX,44.5,62.8,EX,VG,VG,VG,VG,VG,#N/A,VG,GD,,0.9,EX,0.4,EX,0.8,EX,0.8,EX,5.8,EX,5.9,EX,1.2,EX,0.3,EX,1,EX,3.1,GD,4.8,VG,0.3,EX,0.6,EX,0.5,EX,1.4,EX,1.8,EX,1.1,EX,
366,EX,,2.88,2.91,1.826,58.4,36.5,41.63,47.7,77.2,3.42,1.76,2.42,0.66,15.4,44.1,63.05,58,EX,36.5,EX,41.6,EX,50,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,15.5,EX,44,63.1,VG,VG,VG,VG,VG,VG,#N/A,VG,GD,,1,VG,1.2,EX,2.1,VG,1,VG,7.9,EX,2.8,EX,0.5,EX,1.4,VG,1.4,VG,4.5,GD,5,VG,0.6,EX,0.4,EX,0.4,EX,4.2,VG,2.7,EX,1.2,EX,
367,EX,,2.89,2.91,1.776,58.2,33.83,40.86,46.1,80.4,4.07,2.14,3.07,0.52,14.03,43.05,61.22,58,EX,34,EX,40.8,EX,45,EX,80,EX,4,EX,STK,THK,VG,None / Very Small,14,EX,43,61.2,EX,VG,EX,VG,VG,VG,#N/A,VG,GD,,0.6,EX,1.2,EX,0.5,EX,0.4,EX,10.9,VG,2.4,EX,0.9,EX,1.4,VG,1.4,VG,4.1,GD,2.9,VG,0.8,VG,0.9,VG,1.7,VG,1.3,EX,2.6,EX,0.7,EX,
368,EX,,2.9,2.91,1.807,61.7,35.71,41.83,51.2,74.2,4.02,2.41,3.16,0.72,13.69,44.38,62.16,62,EX,35.5,EX,41.8,EX,50,EX,75,EX,4,EX,STK,THK,VG,None / Very Small,13.5,EX,44.5,62.2,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,0.4,EX,1.3,VG,0.8,EX,0.4,EX,7,EX,2.8,EX,1.4,VG,1,EX,0.7,EX,2.8,VG,2.8,VG,0.2,EX,0.6,EX,0.8,EX,3,EX,1.9,EX,0.8,EX,
371,VG,,2.86,2.88,1.776,60.2,36.19,41.23,48.9,74.6,3.9,1.6,2.75,0.77,14.5,43.43,61.9,60,EX,36,EX,41.2,EX,50,EX,75,EX,4,EX,MED,STK,EX,None / Very Small,14.5,EX,43.5,61.9,EX,EX,VG,VG,VG,VG,#N/A,VG,GD,,0.5,EX,0.4,EX,2.4,VG,1.1,VG,5.6,EX,1.9,EX,1.3,VG,1,EX,1.4,VG,4.2,GD,1.7,EX,0.7,VG,1.4,GD,1.8,VG,2.8,EX,4.3,EX,1.3,EX,
372,EX,,2.82,2.84,1.792,57,35.54,41.51,42.4,80.5,4.18,2.3,3.29,0.67,15.29,43.88,63.41,57,EX,35.5,EX,41.6,EX,40,VG,80,EX,4,EX,STK,THK,VG,None / Very Small,15.5,EX,44,63.4,VG,VG,VG,VG,VG,VG,#N/A,VG,VG,,0.8,EX,0.7,EX,0.4,EX,0.6,EX,6.2,EX,2.7,EX,0.5,EX,0.7,EX,0.7,EX,1.8,VG,2.2,EX,0.5,EX,0.2,EX,0.6,EX,1.7,EX,1.9,EX,0.8,EX,
373,EX,,2.83,2.84,1.653,59.8,32.56,40.21,49.9,77.9,3.39,1.38,2.33,0.42,12.89,42.06,58.37,60,EX,32.5,EX,40.2,VG,50,EX,80,EX,3.5,EX,MED,STK,EX,None / Very Small,13,EX,42,58.4,EX,VG,GD,GD,GD,GD,#N/A,GD,VG,,0.3,EX,1,EX,0.9,EX,1,VG,6.1,EX,6.3,VG,0.8,EX,1.1,EX,0.7,EX,2.9,VG,2.8,VG,0.5,EX,0.8,VG,1,VG,2.2,EX,1.9,EX,1.1,EX,
374,EX,,2.83,2.85,1.704,59.1,33.15,40.68,47.9,76.3,3.91,2.08,3.7,0.81,13.31,42.66,59.98,59,EX,33,EX,40.6,EX,50,EX,75,EX,4,EX,STK,THK,VG,None / Very Small,13.5,EX,42.5,60,EX,VG,VG,VG,VG,VG,#N/A,VG,GD,,0.5,EX,0.8,EX,1.9,VG,1.5,VG,7.5,EX,3.8,EX,1,EX,2.5,GD,2.1,VG,5,GD,5.8,GD,0.6,EX,0.3,EX,0.6,EX,5.4,VG,2.5,EX,1.7,EX,
375,EX,,2.79,2.82,1.722,58.6,33.81,40.65,50.4,75.7,5.13,2.74,3.67,0.61,13.89,42.2,61.32,59,EX,34,EX,40.6,EX,50,EX,75,EX,5,VG,STK,THK,VG,None / Very Small,14,EX,42,61.3,EX,VG,EX,VG,VG,VG,#N/A,VG,GD,,1,VG,0.8,EX,2.1,VG,1,VG,5.4,EX,5.2,EX,0.8,EX,1.1,EX,0.7,EX,3.4,GD,4,VG,0.3,EX,0.5,EX,0.5,EX,1,EX,1.1,EX,1.3,EX,
376,EX,,2.83,2.84,1.727,58,34.69,40.51,48.2,77.1,3.95,2.47,3.14,0.78,14.5,42.34,60.94,58,EX,34.5,EX,40.6,EX,50,EX,75,EX,4,EX,STK,THK,VG,None / Very Small,14.5,EX,42.5,60.9,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,0.2,EX,0.7,EX,0.9,EX,0.9,EX,11.7,VG,2.2,EX,0.5,EX,0.7,EX,0.7,EX,2.5,VG,3,VG,0.7,VG,0.5,EX,0.2,EX,2.8,EX,4,EX,1.4,EX,
377,EX,,2.89,2.91,1.703,60.7,32.76,40.39,45.4,76.7,3.69,1.35,3.28,0.41,12.7,42.27,58.76,61,EX,33,EX,40.4,VG,45,EX,75,EX,3.5,EX,MED,THK,VG,None / Very Small,12.5,EX,42.5,58.8,EX,VG,VG,VG,VG,VG,#N/A,VG,GD,,0.7,EX,0.4,EX,0.5,EX,0.8,EX,5,EX,3.6,EX,1.9,VG,0.7,EX,1.4,VG,3.6,GD,2.4,EX,0.4,EX,0.2,EX,0.3,EX,2.5,EX,2,EX,0.9,EX,
378,EX,,2.88,2.91,1.721,61.2,31.75,41.31,45.6,79.7,3.84,1.45,3.14,0.59,11.99,43.57,59.47,61,EX,32,EX,41.4,EX,45,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,12,VG,43.5,59.5,EX,VG,VG,VG,VG,VG,#N/A,VG,GD,,0.8,EX,1.7,VG,1.1,EX,3.1,GD,6,EX,3.5,EX,1.6,VG,1.4,VG,2.1,VG,2.2,VG,2.6,EX,0.8,VG,1.8,GD,1.1,VG,5.3,VG,3.2,EX,3.3,VG,
379,GD,,2.87,2.88,1.732,60.3,33.4,41.11,50.7,75.9,3.76,1.74,2.82,0.63,13.13,43.31,60.31,60,EX,33.5,EX,41.2,EX,50,EX,75,EX,4,EX,MED,STK,EX,None / Very Small,13,EX,43.5,60.3,EX,EX,EX,EX,VG,VG,#N/A,EX,GD,,0.5,EX,1,EX,0.8,EX,0.1,EX,6.4,EX,3.1,EX,0.9,EX,0.7,EX,1,EX,4.1,GD,3.2,VG,0.5,EX,0.4,EX,0.8,EX,1.4,EX,1.4,EX,0.3,EX,
380,VG,,2.81,2.83,1.674,58.7,32.9,40.7,46.2,79.8,3.62,1.28,2.81,0.64,13.17,42.72,59.45,59,EX,33,EX,40.8,EX,45,EX,80,EX,3.5,EX,MED,STK,EX,None / Very Small,13,EX,42.5,59.4,EX,EX,VG,VG,VG,VG,#N/A,EX,GD,,0.7,EX,0.9,EX,1,EX,1,VG,15.2,VG,5.9,EX,0.7,EX,1.4,VG,1.8,VG,3.3,GD,5.4,VG,1.1,VG,1.6,GD,2.6,GD,3.1,EX,3.5,EX,1,EX,
382,EX,,2.81,2.83,1.762,60.5,37.33,41.48,50.1,74.9,3.48,1.67,2.41,0.74,15.08,43.85,62.5,61,EX,37.5,VG,41.4,EX,50,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,15,EX,44,62.5,EX,VG,GD,GD,GD,GD,#N/A,GD,GD,,0.7,EX,0.4,EX,0.6,EX,1.3,VG,8.6,EX,7.5,VG,0.8,EX,0.4,EX,1.1,EX,3.2,GD,3.1,VG,0.1,EX,0.7,VG,0.7,EX,1.1,EX,1.6,EX,1.3,EX,
385,VG,,2.75,2.77,1.713,58.6,33.6,41.3,42.5,80.5,4.45,2.6,3.65,0.43,13.75,43.7,61.98,59,EX,33.5,EX,41.4,EX,45,EX,80,EX,4.5,EX,STK,THK,VG,None / Very Small,14,EX,43.5,62,EX,VG,EX,VG,VG,VG,#N/A,VG,VG,,0.7,EX,1.1,EX,1.7,VG,1.6,VG,3.2,EX,6.1,VG,1.3,VG,0.7,EX,1.4,VG,3,VG,4.4,VG,0.3,EX,0.7,VG,0.7,EX,3.8,VG,2.6,EX,1.7,EX,
386,VG,,2.89,2.92,1.719,61.4,32.8,40.58,50.5,79,4.03,1.65,3.99,0.62,12.53,42.57,59.15,61,EX,33,EX,40.6,EX,50,EX,80,EX,4,EX,MED,THK,VG,None / Very Small,12.5,EX,42.5,59.2,EX,VG,VG,VG,VG,VG,#N/A,VG,VG,,1,VG,2,VG,0.4,EX,0.8,EX,6.1,EX,2.8,EX,0.9,EX,0.3,EX,0.7,EX,2.7,VG,3.8,VG,0.2,EX,0.4,EX,0.2,EX,1.8,EX,2.5,EX,1,EX,
387,VG,,2.89,2.9,1.772,58.5,36.26,40.61,48.3,76.5,3.49,1.31,2.56,1.1,15.23,42.4,61.19,59,EX,36.5,EX,40.6,EX,50,EX,75,EX,3.5,EX,MED,STK,EX,None / Very Small,15,EX,42.5,61.2,EX,EX,VG,VG,VG,VG,#N/A,VG,GD,,0.3,EX,0.8,EX,0.7,EX,0.6,EX,5.3,EX,5.4,EX,0.7,EX,0.7,EX,1,EX,3.4,GD,3.8,VG,0.5,EX,1,VG,1.3,VG,3.1,EX,3.3,EX,0.9,EX,
388,EX,,2.87,2.92,1.816,58.7,35,41.7,47,79.5,3.97,1.62,2.76,0.55,14.46,44.25,62.69,59,EX,35,EX,41.8,EX,45,EX,80,EX,4,EX,MED,STK,EX,None / Very Small,14.5,EX,44.5,62.7,EX,EX,VG,VG,VG,VG,#N/A,VG,GD,,1.8,VG,1,EX,0.2,EX,1,VG,3.1,EX,4.1,EX,1,EX,2.1,VG,1.7,VG,3.1,GD,3.4,VG,1.5,GD,0.9,VG,2.2,GD,3.3,EX,2.6,EX,1,EX,
