internal_id,,,diameter_min,diameter_max,height,table_size,crown_angle,pavilion_angle,star_length,lower_half,girdle_thickness_number,girdle_min_number,girdle_max_number,culet_size,crown_height,pavilion_depth,total_depth,table_size_rounded,crown_angle_rounded,pavilion_angle_rounded,star_length_rounded,lower_half_rounded,girdle_thickness_rounded,girdle_min_grade,girdle_max_grade,culet_size_description,crown_height_rounded,pavilion_depth_rounded,total_depth_rounded,sarine_cut_pre_polish_symmetry,sarine_symmetry,roundness,roundness_grade,table_size_dev,table_size_dev_grade,crown_angle_dev,crown_angle_dev_grade,pavilion_angle_dev,pavilion_angle_dev_grade,star_length_dev,star_length_dev_grade,lower_half_dev,lower_half_dev_grade,girdle_thick_dev,girdle_thick_dev_grade,crown_height_dev,crown_height_dev_grade,pavilion_depth_dev,pavilion_depth_dev_grade,misalignment,misalignment_grade,table_edge_var,table_edge_var_grade,table_off_center,table_off_center_grade,culet_off_center,culet_off_center_grade,table_off_culet,table_off_culet_grade,star_angle,star_angle_grade,upper_half_angle,upper_half_angle_grade,lower_half_angle,lower_half_angle_grade,remarks
1056,Round,0.108,3.06,3.08,1.846,59.4,34.28,40.48,51,77.6,3.97,1.69,2.7,0.55,13.77,42.34,60.07,59,34.5,40.4,50,80,4,MED,STK,None / Very Small,14,42.5,60.1,VG,VG,0.6,EX,0.2,EX,0.8,EX,0.5,EX,2.9,EX,3.1,EX,0.9,EX,0.7,EX,0.7,EX,1.9,VG,1.8,EX,0,EX,0.3,EX,0.3,EX,2.3,EX,3.5,EX,0.6,EX,
1059,Round,0.105,3.05,3.09,1.822,59,32.74,40.7,47.2,79.3,3.84,1.73,3.29,0.68,13.03,42.49,59.37,59,32.5,40.8,45,80,4,MED,THK,None / Very Small,13,42.5,59.4,VG,VG,1.5,VG,0.6,EX,0.4,EX,1.6,VG,6.1,EX,5.4,EX,0.6,EX,0.7,EX,0.7,EX,2.2,VG,4.8,VG,0.1,EX,1.1,VG,1,VG,1.4,EX,2.7,EX,1.8,EX,
1060,Round,0.114,3.09,3.11,1.908,59.9,34.19,41.35,46.9,77.2,4.23,2.23,2.97,0.74,13.66,43.67,61.63,60,34,41.4,45,75,4,STK,THK,None / Very Small,13.5,43.5,61.6,VG,VG,0.6,EX,1.5,VG,0.4,EX,0.7,EX,4.6,EX,4.5,EX,0.8,EX,1,EX,1.6,VG,2.2,VG,3.8,VG,0.6,EX,0.4,EX,0.9,EX,2.8,EX,1.7,EX,0.9,EX,
1061,Round,0.103,2.99,3.03,1.834,57.6,32.84,40.93,46.3,78.2,4.15,2.23,3.22,0.83,13.69,42.99,60.93,58,33,41,45,80,4,STK,THK,None / Very Small,13.5,43,60.9,VG,GD,1,VG,0.5,EX,0.6,EX,0.6,EX,7.3,EX,6.6,VG,0.4,EX,1,EX,1,EX,3.5,GD,3.4,VG,0.8,VG,0.7,VG,1.4,VG,2.9,EX,2.6,EX,0.6,EX,
1062,Round,0.107,3,3.01,1.879,57.9,36.1,40.64,46.7,80.9,4.46,2.59,3.36,0.6,15.36,42.63,62.49,58,36,40.6,45,80,4.5,STK,THK,None / Very Small,15.5,42.5,62.5,VG,GD,0.4,EX,0.3,EX,1.6,VG,1.2,VG,6.6,EX,3.7,EX,0.6,EX,0.3,EX,0.3,EX,3.1,GD,2.9,VG,0.6,EX,1.2,VG,1.8,VG,1.9,EX,2.3,EX,1.2,EX,
1063,Round,0.094,2.96,2.98,1.764,60.7,32.75,41.29,45.7,80.6,3.27,1.11,2.16,0.67,12.63,43.48,59.41,61,33,41.2,45,80,3.5,THN,STK,None / Very Small,12.5,43.5,59.4,EX,VG,0.7,EX,1.7,VG,0.2,EX,0.9,EX,7.3,EX,5.6,EX,0.9,EX,1.7,VG,1.3,VG,2.3,VG,4.8,VG,0.9,VG,0.5,EX,1.2,VG,2.1,EX,1.7,EX,0.9,EX,
1064,Round,0.101,2.93,2.95,1.842,59,36.48,40.8,51.6,78.9,4.66,2.52,4.12,0.85,15.21,42.78,62.7,59,36.5,40.8,50,80,4.5,STK,THK,None / Very Small,15,43,62.7,VG,GD,0.6,EX,0.6,EX,1.5,VG,1.3,VG,5.7,EX,3.9,EX,1.6,VG,0.7,EX,1,EX,3.5,GD,1.7,EX,0.7,VG,1.1,VG,1.7,VG,1,EX,2.1,EX,1.3,EX,
1065,Round,0.101,2.99,3.01,1.812,58.1,33.66,40.81,47.8,78.8,3.53,1.6,3,0.77,14.03,42.8,60.4,58,33.5,40.8,50,80,3.5,MED,THK,None / Very Small,14,43,60.4,VG,GD,0.8,EX,0.7,EX,2.9,GD,0.3,EX,7.1,EX,2.9,EX,2,VG,1.7,VG,1,EX,2.8,VG,2.3,EX,0.5,EX,0.2,EX,0.3,EX,1.8,EX,2.5,EX,0.4,EX,
1067,Round,0.104,2.96,3,1.83,61.5,35.98,40.78,48.2,77.6,4.77,2.08,4.4,0.84,13.9,42.63,61.43,62,36,40.8,50,80,5,STK,VTK,None / Very Small,14,42.5,61.4,GD,GD,1.1,VG,1,EX,1.7,VG,0.6,EX,9.3,VG,3.2,EX,2.1,VG,1.7,VG,0.7,EX,4.7,GD,5,VG,0.4,EX,0.4,EX,0.3,EX,2.4,EX,2.7,EX,0.8,EX,
1069,Round,0.094,2.93,2.96,1.743,61.1,33.09,40.51,49.9,78.3,3.97,2.17,2.79,0.54,12.7,42.49,59.21,61,33,40.6,50,80,4,STK,STK,None / Very Small,12.5,42.5,59.2,VG,VG,0.9,EX,1.1,EX,1.1,EX,0.3,EX,6.6,EX,2.8,EX,0.5,EX,0.3,EX,0.7,EX,2.2,VG,3,VG,0.4,EX,0.4,EX,0.7,EX,2.7,EX,1.3,EX,0.3,EX,
1070,Round,0.091,2.92,2.94,1.731,60.6,32.55,40.85,46.6,77.5,3.48,1.02,2.73,0.58,12.57,43,59.12,61,32.5,40.8,45,80,3.5,THN,STK,None / Very Small,12.5,43,59.1,VG,VG,0.5,EX,0.6,EX,0.6,EX,0.5,EX,4.1,EX,3,EX,1.1,EX,0.7,EX,0.7,EX,1.9,VG,2.9,VG,0.4,EX,0.2,EX,0.6,EX,1,EX,3.3,EX,0.6,EX,
1071,Round,0.1,2.92,2.95,1.832,60,36.06,41.3,46.5,75.7,4.36,2.18,3.37,0.89,14.58,43.48,62.42,60,36,41.4,45,75,4.5,STK,THK,None / Very Small,14.5,43.5,62.4,VG,VG,1.1,VG,0.6,EX,1,EX,0.7,EX,5.4,EX,2,EX,0.9,EX,0.7,EX,1,EX,2.1,VG,3.6,VG,0.3,EX,0.7,VG,0.8,EX,2,EX,1,EX,0.9,EX,
1072,Round,0.1,2.96,2.99,1.826,57.2,32.96,41.14,51,78.5,4.13,2.05,3.43,0.61,13.78,43.39,61.38,57,33,41.2,50,80,4,STK,THK,None / Very Small,14,43.5,61.4,VG,VG,0.8,EX,1.1,EX,0.4,EX,0.8,EX,3.2,EX,4,EX,1.6,VG,0.7,EX,1.3,VG,2.4,VG,1.5,EX,0.2,EX,0.1,EX,0.2,EX,2.4,EX,2.4,EX,0.8,EX,
1073,Round,0.099,2.93,2.96,1.844,56.6,35.96,40.73,51.3,81.4,4.08,1.7,3.43,0.44,15.73,42.81,62.66,57,36,40.8,50,80,4,MED,THK,None / Very Small,15.5,43,62.7,VG,VG,0.8,EX,0.5,EX,0.8,EX,1.6,VG,5.2,EX,2.2,EX,0.9,EX,0.7,EX,1.4,VG,2.1,VG,1.5,EX,0.8,VG,0.7,VG,0.2,EX,1.2,EX,3.2,EX,1.5,EX,
1074,Round,0.099,2.95,2.97,1.815,57.5,33.1,41.04,53.1,79.7,4.36,2.3,3.51,0.84,13.81,43.08,61.28,58,33,41,55,80,4.5,STK,THK,None / Very Small,14,43,61.3,VG,GD,0.5,EX,0.9,EX,0.3,EX,0.6,EX,5.9,EX,2,EX,0.9,EX,0.7,EX,1.4,VG,3.8,GD,2.5,EX,0.4,EX,1,VG,1.4,VG,1,EX,1.7,EX,0.9,EX,
1076,Round,0.097,2.94,2.98,1.803,58.5,32.88,41.33,46.6,78.1,3.72,1.62,3.08,0.51,13.45,43.76,60.93,59,33,41.4,45,80,3.5,MED,THK,None / Very Small,13.5,44,60.9,VG,VG,1.1,VG,1,EX,0.3,EX,0.4,EX,4.8,EX,5.3,EX,1,EX,0.7,EX,1.4,VG,2.2,VG,2,EX,0.7,VG,0.5,EX,1.2,VG,1.4,EX,2.6,EX,0.8,EX,
1078,Round,0.106,2.99,3.01,1.882,57.3,35.99,40.9,46.8,79.5,4.23,2.07,3.3,0.8,15.46,42.92,62.71,57,36,41,45,80,4,STK,THK,None / Very Small,15.5,43,62.7,VG,VG,0.5,EX,0.2,EX,0.9,EX,0.8,EX,5.9,EX,3.9,EX,1.3,VG,0.7,EX,1.7,VG,2.2,VG,2.5,EX,0.3,EX,1,VG,1.2,VG,1.1,EX,1.4,EX,0.8,EX,
1079,Round,0.104,2.98,3.01,1.876,57.2,34.45,41.45,47.4,78.1,4.21,1.37,3.11,0.7,14.69,43.77,62.64,57,34.5,41.4,45,80,4,MED,THK,None / Very Small,14.5,44,62.6,VG,VG,0.7,EX,1.2,EX,1.6,VG,0.5,EX,5.3,EX,3.7,EX,0.5,EX,1,EX,0.7,EX,2.1,VG,3.2,VG,0.8,VG,0.2,EX,0.9,EX,2.5,EX,3,EX,2,VG,
1080,Round,0.092,2.94,2.96,1.701,59.3,32.5,39.38,48.7,77.1,3.83,1.42,3.46,0.37,12.99,40.84,57.7,59,32.5,39.4,50,75,4,MED,THK,None / Very Small,13,41,57.7,GD,GD,0.5,EX,0.7,EX,1.4,VG,1.2,VG,4,EX,4.4,EX,1.6,VG,1.4,VG,0.3,EX,3.3,GD,2,EX,0.8,VG,0.8,VG,0.9,EX,2.1,EX,2,EX,1.8,EX,
1081,Round,0.098,2.92,2.93,1.819,58.2,36.34,40.51,47.9,79,4.41,2.26,3.32,0.51,15.36,42.44,62.21,58,36.5,40.6,50,80,4.5,STK,THK,None / Very Small,15.5,42.5,62.2,VG,GD,0.6,EX,0.5,EX,1.2,EX,0.7,EX,3.8,EX,4.9,EX,0.6,EX,0.7,EX,0.7,EX,3.5,GD,2.5,EX,0.5,EX,0.6,EX,1,VG,1.6,EX,3.3,EX,0.7,EX,
1082,Round,0.115,3.11,3.12,1.895,60,34.24,40.71,45.5,79.8,4.34,2.06,4.37,0.51,13.68,42.81,60.85,60,34,40.8,45,80,4.5,STK,VTK,None / Very Small,13.5,43,60.9,GD,GD,0.5,EX,0.4,EX,1.2,EX,0.5,EX,7.1,EX,6,EX,0.7,EX,1,EX,1.3,VG,3.5,GD,4,VG,0.6,EX,0.8,VG,1.4,VG,1.7,EX,4.3,EX,0.6,EX,
1083,Round,0.124,3.19,3.23,1.937,58.1,33.11,40.65,48.2,78.5,4.05,2.27,3.02,0.62,13.65,42.63,60.36,58,33,40.6,50,80,4,STK,THK,None / Very Small,13.5,42.5,60.4,VG,VG,1.1,VG,1.1,EX,0.3,EX,0.4,EX,5.5,EX,4.5,EX,0.9,EX,0.6,EX,0.6,EX,2.3,VG,2.1,EX,0.1,EX,0.4,EX,0.4,EX,1.7,EX,1.8,EX,0.4,EX,
1084,Round,0.126,3.16,3.17,1.979,60.7,36.53,41,53.8,81.6,4.74,2.4,3.7,0.73,14.59,43.11,62.51,61,36.5,41,55,80,4.5,STK,THK,None / Very Small,14.5,43,62.5,VG,VG,0.5,EX,0.3,EX,1.2,EX,0.5,EX,4.1,EX,3.1,EX,1.1,EX,0.6,EX,0.3,EX,2.2,VG,1.4,EX,0.7,VG,0.4,EX,0.3,EX,1.6,EX,4.3,EX,0.5,EX,
1085,Round,0.13,3.18,3.22,2.014,58.3,36.43,40.91,51.6,78.3,4.56,2.78,3.47,0.59,15.34,42.97,62.94,58,36.5,41,50,80,4.5,STK,THK,None / Very Small,15.5,43,62.9,VG,VG,1.2,VG,1.1,EX,0.6,EX,0.5,EX,6.5,EX,3.4,EX,0.7,EX,0.6,EX,0.3,EX,2.4,VG,2.5,EX,0.3,EX,0.2,EX,0.2,EX,1,EX,1.9,EX,0.4,EX,
1087,Round,0.119,3.1,3.14,1.945,58.8,35.04,41.06,50,76.9,4.58,1.92,4.04,1.06,14.39,43.24,62.34,59,35,41,50,75,4.5,MED,THK,None / Very Small,14.5,43,62.3,VG,GD,1.2,VG,0.7,EX,0.4,EX,1.5,VG,3.3,EX,3,EX,1.6,VG,1.3,VG,2.2,VG,3.6,GD,3.5,VG,0.9,VG,1,VG,1.8,VG,4,VG,2.7,EX,1.5,EX,
1088,Round,0.124,3.12,3.15,1.958,61.7,34.65,41.34,47.4,75.5,5.49,3.38,5.14,0.67,13.18,43.81,62.48,62,34.5,41.4,45,75,5.5,THK,VTK,None / Very Small,13,44,62.5,GD,GD,0.8,EX,1.3,VG,1,EX,0.8,EX,5.8,EX,3,EX,2,VG,0.6,EX,1.3,VG,3.6,GD,4.1,VG,0.3,EX,0.1,EX,0.3,EX,1.8,EX,2.2,EX,0.9,EX,
1089,Round,0.118,3.17,3.2,1.892,59.3,32.76,40.55,46.4,79.1,3.83,1.51,2.98,0.72,13.09,42.45,59.4,59,33,40.6,45,80,4,MED,THK,None / Very Small,13,42.5,59.4,VG,VG,0.9,EX,0.6,EX,0.3,EX,0.2,EX,2.6,EX,3.2,EX,1.3,VG,0.6,EX,0.6,EX,1.8,VG,2.2,EX,0.6,EX,0.2,EX,0.5,EX,1.4,EX,1,EX,0.2,EX,
1090,Round,0.112,3.12,3.14,1.861,58.8,32.58,40.68,47.4,77.1,3.65,1.41,2.91,0.64,13.18,42.66,59.51,59,32.5,40.6,45,75,3.5,MED,STK,None / Very Small,13,42.5,59.5,VG,VG,0.6,EX,0.3,EX,0.5,EX,0.3,EX,2.7,EX,4.1,EX,0.7,EX,0.6,EX,1,EX,1.6,VG,3.6,VG,0.1,EX,0.7,VG,0.8,EX,2.4,EX,2.1,EX,0.4,EX,
1091,Round,0.121,3.15,3.17,1.944,57.4,34.96,40.53,46.7,76.3,4.18,1.74,3.13,0.63,14.91,42.44,61.52,57,35,40.6,45,75,4,MED,THK,None / Very Small,15,42.5,61.5,VG,VG,0.8,EX,0.7,EX,0.4,EX,0.6,EX,4.8,EX,2.7,EX,1,EX,0.6,EX,0.9,EX,1.7,VG,1.5,EX,0.4,EX,0.5,EX,0.6,EX,1.2,EX,1.4,EX,0.9,EX,
1092,Round,0.122,3.2,3.23,1.921,59.2,33.44,40.68,48.8,76.9,3.7,1.74,2.99,0.65,13.4,42.57,59.73,59,33.5,40.6,50,75,3.5,MED,THK,None / Very Small,13.5,42.5,59.7,VG,VG,0.9,EX,1,EX,0.8,EX,0.7,EX,6.7,EX,4.2,EX,0.7,EX,0.6,EX,0.9,EX,2.7,VG,1.8,EX,0.3,EX,0.4,EX,0.6,EX,1.6,EX,2.4,EX,1,EX,
1093,Round,0.127,3.25,3.27,1.949,57,32.89,40.53,48,74.4,3.44,0.64,2.67,0.77,13.88,42.4,59.84,57,33,40.6,50,75,3.5,ETN to VTN,STK,None / Very Small,14,42.5,59.8,VG,VG,0.6,EX,1.2,EX,0.6,EX,1,VG,3.5,EX,2.8,EX,1.4,VG,0.6,EX,1.2,EX,1.9,VG,2.9,VG,0.6,EX,0.4,EX,1,VG,1.7,EX,3.1,EX,1.1,EX,
1094,Round,0.123,3.17,3.19,1.965,57.2,35.18,40.69,47.1,77.4,3.87,1.32,2.83,0.53,15.13,42.78,61.81,57,35,40.6,45,75,4,MED,STK,None / Very Small,15,43,61.8,EX,VG,0.6,EX,0.2,EX,0.5,EX,0.6,EX,4,EX,4.8,EX,1.4,VG,1.3,VG,0.6,EX,2.8,VG,3.4,VG,1.1,VG,0.7,VG,1.8,VG,2.3,EX,1.6,EX,0.8,EX,
1095,Round,0.107,3.03,3.05,1.883,57.5,34.25,41.23,44.5,78.4,3.75,2.27,2.93,0.63,14.51,43.59,61.94,58,34.5,41.2,45,80,4,STK,STK,None / Very Small,14.5,43.5,61.9,EX,VG,0.7,EX,1.2,EX,0.9,EX,0.7,EX,5.1,EX,6.3,VG,0.5,EX,1,EX,1,EX,1.8,VG,1.6,EX,0.6,EX,0.9,VG,1.4,VG,1.8,EX,2.1,EX,0.6,EX,
1096,Round,0.107,3,3.02,1.889,55.9,35.7,40.55,44.7,78,4.32,1.63,3.22,0.56,15.84,42.5,62.72,56,35.5,40.6,45,80,4.5,MED,THK,None / Very Small,16,42.5,62.7,VG,GD,0.7,EX,1,EX,1,EX,0.8,EX,4.5,EX,4.5,EX,1.4,VG,1.7,VG,1,EX,5.1,GD,2.8,VG,0.9,VG,1,VG,1.9,GD,1,EX,2.1,EX,1,EX,
1097,Round,0.115,3.09,3.12,1.908,58.8,35.88,40.58,50,81.8,4.03,1.74,3.45,0.58,14.89,42.54,61.49,59,36,40.6,50,80,4,MED,THK,None / Very Small,15,42.5,61.5,VG,VG,1.2,VG,0.5,EX,1.7,VG,0.8,EX,5.3,EX,5.6,EX,0.9,EX,1,EX,0.6,EX,1.8,VG,2.2,EX,0.6,EX,0.8,VG,0.6,EX,2,EX,0.7,EX,0.9,EX,
1098,Round,0.107,3.02,3.06,1.835,61,33.96,40.7,46.2,78.6,4.4,1.78,3.75,0.59,13.12,42.77,60.32,61,34,40.8,45,80,4.5,MED,THK,None / Very Small,13,43,60.3,VG,GD,1.3,VG,1.8,VG,1.2,EX,0.9,EX,9.8,VG,4.5,EX,2.1,VG,1,EX,2,VG,5.1,GD,2.2,EX,0.5,EX,0.3,EX,0.4,EX,1.4,EX,4.9,EX,1,EX,
1101,Round,0.107,3.07,3.1,1.832,59.3,33.13,40.48,50,80.1,3.73,1.78,2.76,0.65,13.3,42.36,59.42,59,33,40.4,50,80,3.5,MED,STK,None / Very Small,13.5,42.5,59.4,VG,VG,1,VG,1.1,EX,0.7,EX,0.3,EX,6.2,EX,3.7,EX,1,EX,1,EX,1,EX,1.9,VG,2.2,EX,0.2,EX,0.6,EX,0.9,EX,1,EX,1.8,EX,0.4,EX,
1102,Round,0.108,3.06,3.08,1.831,61.3,32.91,40.65,53.8,78.4,4.42,2.15,3.38,0.68,12.56,42.58,59.56,61,33,40.6,55,80,4.5,STK,THK,None / Very Small,12.5,42.5,59.6,VG,VG,0.7,EX,0.1,EX,1.6,VG,1.4,VG,7.5,EX,6.8,VG,1.3,VG,1.3,VG,1.3,VG,2.7,VG,2.7,EX,0.5,EX,0.8,VG,0.5,EX,1.7,EX,1.8,EX,1.6,EX,
1103,Round,0.114,3.07,3.11,1.925,57.9,36.04,41.04,50.4,77.2,3.75,1.68,2.72,0.71,15.24,43.14,62.3,58,36,41,50,75,4,MED,STK,None / Very Small,15,43,62.3,VG,GD,1,VG,0.3,EX,0.3,EX,0.8,EX,6.9,EX,6,EX,0.9,EX,0.6,EX,0.6,EX,4,GD,1.2,EX,0.5,EX,0.6,EX,1,VG,1.6,EX,5,EX,0.8,EX,
1104,Round,0.113,3.06,3.08,1.924,58.7,36,41.21,45.8,76.8,4.1,2.21,3.16,0.52,14.98,43.55,62.67,59,36,41.2,45,75,4,STK,THK,None / Very Small,15,43.5,62.7,VG,VG,0.6,EX,0.5,EX,0.7,EX,0.4,EX,5.9,EX,4.4,EX,0.9,EX,0.7,EX,1,EX,1.9,VG,3.6,VG,0.5,EX,0.7,VG,1,VG,2.3,EX,2,EX,0.4,EX,
1105,Round,0.11,3.03,3.04,1.92,56.9,35.91,41.33,49.7,78.4,3.92,1.55,3.36,0.59,15.63,43.62,63.3,57,36,41.4,50,80,4,MED,THK,None / Very Small,15.5,43.5,63.3,VG,VG,0.5,EX,1.7,VG,0.4,EX,0.3,EX,2.7,EX,6.7,VG,2.2,VG,1.3,VG,2.3,VG,2.8,VG,2.4,EX,0.4,EX,0.9,VG,1.3,VG,2.4,EX,0.7,EX,0.4,EX,
1106,Round,0.116,3.08,3.12,1.938,59.5,36.1,41.33,49.2,79.1,4.17,1.84,2.74,0.55,14.72,43.72,62.58,60,36,41.4,50,80,4,MED,STK,None / Very Small,14.5,43.5,62.6,VG,VG,1.2,VG,1.1,EX,0.5,EX,0.4,EX,4,EX,5.2,EX,1,EX,1,EX,1.6,VG,2.9,VG,3,VG,0.3,EX,0.8,VG,1.1,VG,2.3,EX,2.1,EX,0.5,EX,
1107,Round,0.106,3,3.01,1.876,57.1,36.64,40.51,48.9,81.2,3.99,2.06,3.03,0.6,15.96,42.43,62.39,57,36.5,40.6,50,80,4,STK,THK,None / Very Small,16,42.5,62.4,VG,VG,0.5,EX,0.2,EX,1.2,EX,0.6,EX,5.7,EX,2.2,EX,0.2,EX,0.7,EX,1,EX,2.7,VG,2.4,EX,0.1,EX,0.4,EX,0.4,EX,1.9,EX,2.4,EX,0.6,EX,
1108,Round,0.115,3.09,3.11,1.927,61.7,36.54,41.83,45.9,80.8,3.58,1.84,2.65,0.71,14.17,44.37,62.18,62,36.5,41.8,45,80,3.5,MED,STK,None / Very Small,14,44.5,62.2,GD,VG,0.6,EX,0.3,EX,0.6,EX,0.5,EX,3.9,EX,4,EX,0.4,EX,1,EX,1,EX,2.4,VG,2,EX,0.7,VG,0.5,EX,1.1,VG,1.6,EX,1.2,EX,0.6,EX,
1109,Round,0.106,3.03,3.05,1.862,59,34.23,41.19,49.4,81,3.68,1.74,3.19,0.56,13.87,43.49,61.21,59,34,41.2,50,80,3.5,MED,THK,None / Very Small,14,43.5,61.2,VG,GD,0.6,EX,0.5,EX,0.6,EX,0.3,EX,4.6,EX,4.4,EX,1.3,VG,1,EX,0.7,EX,3.8,GD,2.5,EX,0.4,EX,0.2,EX,0.2,EX,3.5,EX,1.9,EX,0.4,EX,
1110,Round,0.105,3.05,3.07,1.827,58,32.68,40.73,46.4,77.6,3.36,1.31,2.84,0.72,13.49,42.76,59.69,58,32.5,40.8,45,80,3.5,MED,STK,None / Very Small,13.5,43,59.7,VG,GD,0.8,EX,1.7,VG,0.8,EX,0.6,EX,3.8,EX,3.7,EX,1.3,VG,1,EX,0.7,EX,3.6,GD,3,VG,1,VG,0.4,EX,1.4,VG,1,EX,1.1,EX,0.5,EX,
1111,Round,0.114,3.04,3.05,1.939,59.6,36.9,41.46,44.2,76.5,4.7,2.23,3.84,0.82,15.18,43.76,63.7,60,37,41.4,45,75,4.5,STK,THK,None / Very Small,15,44,63.7,GD,GD,0.3,EX,0.7,EX,0.9,EX,0.3,EX,4.3,EX,4.2,EX,1.1,EX,1,EX,1,EX,4.7,GD,3.3,VG,0.4,EX,0.1,EX,0.3,EX,1.4,EX,2.5,EX,0.8,EX,
1112,Round,0.112,3.1,3.12,1.888,57,32.78,41.11,44.8,78.3,3.57,1.58,3.09,1.19,13.88,43.17,60.79,57,33,41.2,45,80,3.5,MED,THK,None / Very Small,14,43,60.8,VG,VG,0.7,EX,0.7,EX,1,EX,1.2,VG,2.9,EX,8.3,VG,1.1,EX,0.6,EX,1,EX,2.9,VG,2.5,EX,0.7,VG,1,VG,1.7,VG,1.2,EX,2.3,EX,1.3,EX,
1113,Round,0.1,2.95,2.97,1.835,59.4,35.29,41.2,48.3,79.6,4.19,2.16,2.87,0.57,14.37,43.46,62.06,59,35.5,41.2,50,80,4,STK,STK,None / Very Small,14.5,43.5,62.1,EX,VG,0.5,EX,1.4,VG,0.6,EX,0.7,EX,3.8,EX,3,EX,0.6,EX,1.7,VG,1.4,VG,2.5,VG,2.4,EX,0.8,VG,0.3,EX,1.1,VG,2.7,EX,2.1,EX,0.8,EX,
1114,Round,0.095,2.92,2.95,1.781,59,33.81,40.81,50.3,78.7,3.99,2.11,3.1,0.48,13.7,42.93,60.68,59,34,40.8,50,80,4,STK,THK,None / Very Small,13.5,43,60.7,VG,GD,0.7,EX,0.4,EX,0.6,EX,1.1,VG,3.8,EX,3.4,EX,0.8,EX,0.7,EX,0.7,EX,4.1,GD,1.9,EX,0.6,EX,0.7,VG,1.2,VG,2,EX,1.2,EX,1.3,EX,
1115,Round,0.106,2.98,3,1.874,57.3,36.06,40.55,46,76.9,4.38,2.34,3.28,0.47,15.58,42.59,62.65,57,36,40.6,45,75,4.5,STK,THK,None / Very Small,15.5,42.5,62.7,VG,GD,0.9,EX,0.8,EX,2.1,VG,0.7,EX,3.5,EX,3.7,EX,0.5,EX,1,EX,1.3,VG,3.5,GD,2.5,EX,0,EX,0.1,EX,0.1,EX,2.7,EX,2.2,EX,0.9,EX,
1116,Round,0.1,2.93,2.95,1.837,57.5,36.56,40.48,46.6,77.9,4.25,2.14,2.99,0.61,15.74,42.39,62.44,58,36.5,40.4,45,80,4.5,STK,THK,None / Very Small,15.5,42.5,62.4,VG,VG,0.8,EX,0.7,EX,0.4,EX,0.5,EX,5.7,EX,2.4,EX,0.4,EX,1,EX,1.4,VG,2.3,VG,2.2,EX,0.6,EX,1,VG,1.5,VG,1.4,EX,1.8,EX,0.5,EX,
1117,Round,0.097,2.95,2.97,1.799,58.6,33.44,41.16,46.7,79,3.61,1.72,2.43,0.57,13.67,43.45,60.74,59,33.5,41.2,45,80,3.5,MED,STK,None / Very Small,13.5,43.5,60.7,EX,VG,0.5,EX,0.5,EX,0.5,EX,1.4,VG,2.5,EX,4.8,EX,0.2,EX,1,EX,1,EX,2.4,VG,2.3,EX,0.6,EX,0.9,VG,0.3,EX,1.4,EX,1.8,EX,1.5,EX,
1118,Round,0.1,2.94,2.97,1.858,56.5,36.29,41,49.9,76.3,3.86,0.85,2.85,0.68,15.93,43.07,62.96,57,36.5,41,50,75,4,THN,STK,None / Very Small,16,43,63,VG,VG,0.9,EX,0.3,EX,0.3,EX,1.1,VG,5.6,EX,4.8,EX,1.4,VG,0.7,EX,1.4,VG,3,VG,2,EX,0.3,EX,0.4,EX,0.6,EX,1.8,EX,3.5,EX,1.2,EX,
1119,Round,0.099,2.93,2.97,1.819,57.6,34.69,40.56,44.4,76.7,4.64,1.8,3.62,0.61,14.57,42.45,61.62,58,34.5,40.6,45,75,4.5,MED,THK,None / Very Small,14.5,42.5,61.6,VG,VG,1.3,VG,0.9,EX,0.6,EX,0.2,EX,7.8,EX,4.1,EX,1.8,VG,1.7,VG,1.4,VG,2.5,VG,4.2,VG,1,VG,0.3,EX,1.2,VG,3.1,EX,3.5,EX,0.3,EX,
1120,Round,0.103,2.96,2.99,1.839,59.9,35.85,40.79,49.2,80.8,4.57,1.68,3.49,0.91,14.48,42.69,61.77,60,36,40.8,50,80,4.5,MED,THK,None / Very Small,14.5,42.5,61.8,VG,VG,0.9,EX,1.1,EX,1.3,VG,0.8,EX,4.4,EX,6.1,VG,0.9,EX,1,EX,1.3,VG,2.4,VG,2.3,EX,0.2,EX,0.1,EX,0.2,EX,2.5,EX,4.5,EX,1,EX,
1121,Round,0.097,2.96,2.98,1.773,58.5,32.7,40.51,46.3,77.2,3.8,1.72,2.76,0.47,13.32,42.5,59.66,59,32.5,40.6,45,75,4,MED,STK,None / Very Small,13.5,42.5,59.7,VG,VG,0.6,EX,1.3,VG,0.3,EX,0.3,EX,2.7,EX,3.5,EX,0.8,EX,0.7,EX,1,EX,2.8,VG,1.3,EX,0.3,EX,0.6,EX,0.9,EX,1.4,EX,1.9,EX,0.4,EX,
1122,Round,0.101,2.93,2.97,1.861,57.1,36.15,41.23,45,77.2,4.03,1.15,3.22,0.61,15.66,43.38,63.06,57,36,41.2,45,75,4,THN,THK,None / Very Small,15.5,43.5,63.1,VG,VG,1.4,VG,2.1,VG,2.1,VG,0.5,EX,3.9,EX,3.2,EX,1.3,VG,1,EX,1,EX,2.3,VG,1.8,EX,0.9,VG,0.3,EX,1.2,VG,2.1,EX,2.5,EX,0.7,EX,
