internal_id,,,diameter_min,diameter_max,height,table_size,crown_angle,pavilion_angle,star_length,lower_half,girdle_thickness_number,girdle_min_number,girdle_max_number,culet_size,crown_height,pavilion_depth,total_depth,table_size_rounded,crown_angle_rounded,pavilion_angle_rounded,star_length_rounded,lower_half_rounded,girdle_thickness_rounded,girdle_min_grade,girdle_max_grade,culet_size_description,crown_height_rounded,pavilion_depth_rounded,total_depth_rounded,sarine_cut_pre_polish_symmetry,sarine_symmetry,roundness,roundness_grade,table_size_dev,table_size_dev_grade,crown_angle_dev,crown_angle_dev_grade,pavilion_angle_dev,pavilion_angle_dev_grade,star_length_dev,star_length_dev_grade,lower_half_dev,lower_half_dev_grade,girdle_thick_dev,girdle_thick_dev_grade,crown_height_dev,crown_height_dev_grade,pavilion_depth_dev,pavilion_depth_dev_grade,misalignment,misalignment_grade,table_edge_var,table_edge_var_grade,table_off_center,table_off_center_grade,culet_off_center,culet_off_center_grade,table_off_culet,table_off_culet_grade,star_angle,star_angle_grade,upper_half_angle,upper_half_angle_grade,lower_half_angle,lower_half_angle_grade,remarks
160,ROUND,0.121,3.2,3.25,1.893,59.8,32.41,40.34,47,77.8,3.66,1.15,3.84,0.59,12.76,42.04,58.64,60,32.5,40.4,45,80,3.5,THN,THK,None / Very Small,13,42,58.6,VG,GD,1.5,VG,0.9,EX,0.6,EX,1.2,VG,8.5,EX,8.7,VG,1,EX,0.9,EX,0.6,EX,4.5,GD,2.4,EX,0.2,EX,0.6,EX,0.5,EX,2.1,EX,0.9,EX,1.2,EX,
161,Round,0.124,3.19,3.21,1.976,57.2,33.79,41.43,46.1,79,3.94,1.75,2.6,0.69,14.35,43.5,61.79,57,34,41.4,45,80,4,MED,STK,None / Very Small,14.5,43.5,61.8,EX,VG,0.8,EX,0.7,EX,0.5,EX,0.1,EX,3.3,EX,2.4,EX,0.9,EX,0.3,EX,1.3,VG,1.9,VG,1.3,EX,0.1,EX,0.2,EX,0.3,EX,2,EX,1.2,EX,0.1,EX,
162,Round,0.124,3.15,3.17,1.989,59.4,35.96,41.61,49.7,76.4,3.99,1.9,3.13,0.66,14.75,44.11,62.94,59,36,41.6,50,75,4,MED,THK,None / Very Small,15,44,62.9,VG,GD,0.7,EX,1,EX,0.3,EX,0.7,EX,4,EX,4.8,EX,1.5,VG,1.3,VG,1.6,VG,4.5,GD,1.9,EX,0.7,VG,0.9,VG,1.5,VG,1.3,EX,1.8,EX,0.8,EX,
163,Round,0.126,3.16,3.18,1.993,59.8,35.56,41.51,48.3,80,4.41,2.18,3.25,0.6,14.38,44.01,62.83,60,35.5,41.6,50,80,4.5,STK,THK,None / Very Small,14.5,44,62.8,VG,VG,0.8,EX,0.9,EX,1,EX,1.3,VG,5.3,EX,4.7,EX,1,EX,0.6,EX,1.6,VG,2.2,VG,2.6,EX,0.2,EX,0.5,EX,0.3,EX,1.6,EX,1.6,EX,1.3,EX,
164. 8/6,Round,0.129,3.18,3.2,2.029,58.3,35.93,41.6,47.7,79.8,4.2,2.04,3.07,0.56,15.16,44.16,63.55,58,36,41.6,50,80,4,MED,THK,None / Very Small,15,44,63.5,VG,VG,0.6,EX,0.8,EX,0.6,EX,0.5,EX,3.7,EX,3.2,EX,0.7,EX,0.6,EX,1.3,VG,1.2,EX,1.2,EX,0.2,EX,0.4,EX,0.6,EX,2.5,EX,1.4,EX,0.6,EX,
501,Round,0.09,2.79,2.8,1.791,59.3,36.04,41.31,48.7,74.5,5.47,3.26,4.51,0.61,14.88,43.69,64.08,59,36,41.4,50,75,5.5,THK,VTK,None / Very Small,15,43.5,64.1,GD,GD,0.5,EX,0.7,EX,0.9,EX,0.8,EX,6.9,EX,4.4,EX,1.3,VG,1.1,EX,1.1,EX,2.3,VG,1.2,EX,0.4,EX,1.3,GD,1.5,VG,2.3,EX,2,EX,1.1,EX,
502,Round,0.09,2.89,2.91,1.726,59.5,32.71,40.39,46.9,76.9,4.21,1.86,3.28,0.52,13.04,42.24,59.56,60,32.5,40.4,45,75,4,MED,THK,None / Very Small,13,42,59.6,VG,VG,0.6,EX,0.5,EX,0.5,EX,0.8,EX,2.6,EX,3.2,EX,0.6,EX,0.3,EX,0.3,EX,2.7,VG,2.6,EX,0.4,EX,0.5,EX,0.6,EX,0.9,EX,2,EX,1.1,EX,
157,ROUND,0.109,2.96,3.01,1.906,60.3,37.2,41.44,51.4,79.3,4.86,2.61,4.52,0.97,15.15,43.73,63.87,60,37,41.4,50,80,5,STK,VTK,None / Very Small,15,43.5,63.9,GD,GD,1.5,VG,1.2,EX,0.2,EX,1.5,VG,3.4,EX,3.7,EX,1.3,VG,1,EX,0.3,EX,4.3,GD,2.8,VG,0.3,EX,1.3,GD,1.7,VG,2.5,EX,1.8,EX,1.4,EX,
159,ROUND,0.121,3.13,3.15,1.959,58.5,38.03,40.63,47,79.7,3.73,1.18,2.36,0.64,16.18,42.52,62.39,59,38,40.6,45,80,3.5,THN,STK,None / Very Small,16,42.5,62.4,GD,VG,0.8,EX,1.1,EX,0.5,EX,1.5,VG,7.4,EX,2.8,EX,0.7,EX,1,EX,1.3,VG,2.7,VG,2,EX,0.7,VG,0.6,EX,0.1,EX,0.8,EX,2.4,EX,1.6,EX,
505n,Round,0.091,2.87,2.91,1.778,58.1,33.49,41.39,48.5,80,3.66,0.93,2.49,0.52,13.86,43.85,61.44,58,33.5,41.4,50,80,3.5,THN,STK,None / Very Small,14,44,61.4,EX,GD,1.3,VG,1.1,EX,0.8,EX,0.9,EX,5.4,EX,5,EX,1.3,VG,0.7,EX,1.4,VG,4.8,GD,2.4,EX,0.6,EX,0.8,VG,1.2,VG,2.2,EX,4.6,EX,1.2,EX,
509,ROUND,0.092,2.87,2.89,1.788,57.6,34.55,41.16,46.1,76.6,4.06,1.73,2.95,0.9,14.57,43.37,62.04,58,34.5,41.2,45,75,4,MED,THK,None / Very Small,14.5,43.5,62,VG,VG,0.8,EX,0.6,EX,0.6,EX,0.6,EX,6,EX,4.9,EX,0.7,EX,0.7,EX,0.7,EX,2.6,VG,3.8,VG,0.5,EX,0.4,EX,0.3,EX,1.6,EX,4.6,EX,0.7,EX,
510,Round,0.093,2.87,2.89,1.8,60.3,33.44,42.09,46,77.3,4.44,2.57,3.68,0.59,13.13,44.83,62.5,60,33.5,42,45,75,4.5,STK,THK,None / Very Small,13,45,62.5,VG,GD,0.9,EX,0.6,EX,0.4,EX,0.3,EX,5.9,EX,3.7,EX,0.9,EX,1.4,VG,1,EX,4.6,GD,3,VG,0.6,EX,0.3,EX,0.9,EX,1.6,EX,2,EX,0.3,EX,
512,Round,0.093,2.89,2.9,1.776,62.7,37.85,41.36,51.3,74.8,3.07,1.21,1.9,0.72,14.45,43.67,61.26,63,38,41.4,50,75,3,THN,MED,None / Very Small,14.5,43.5,61.3,GD,VG,0.4,EX,0.3,EX,0.8,EX,1,VG,2.7,EX,4.1,EX,0.7,EX,1,EX,1,EX,1.9,VG,2.1,EX,0.3,EX,0.4,EX,0.6,EX,3.2,EX,1.7,EX,0.9,EX,
2,ROUND,0.092,2.87,2.88,1.811,57.5,34.46,41.76,45.3,77.7,4.03,1.53,3.55,0.59,14.53,44.23,62.97,58,34.5,41.8,45,80,4,MED,THK,None / Very Small,14.5,44,63,VG,GD,0.6,EX,1.6,VG,1.5,VG,0.6,EX,7.5,EX,5.7,EX,1.4,VG,1.4,VG,1.7,VG,3.2,GD,2.7,EX,1.2,VG,0.9,VG,1.8,VG,1.7,EX,3.3,EX,0.7,EX,
14,ROUND,0.095,2.94,2.97,1.752,60.7,33.03,40.5,45.7,74.7,4.3,2.17,3.52,0.61,12.76,42.25,59.31,61,33,40.6,45,75,4.5,STK,THK,None / Very Small,13,42.5,59.3,VG,VG,0.9,EX,1.3,VG,0.8,EX,1,VG,5,EX,2.6,EX,1.6,VG,1,EX,0.7,EX,2.2,VG,2.6,EX,0.7,VG,0.7,VG,1.3,VG,1.2,EX,0.9,EX,1,EX,
15,ROUND,0.094,2.89,2.91,1.818,58.1,34.55,41.86,43.4,80,3.65,1.86,2.79,0.72,14.44,44.5,62.67,58,34.5,41.8,45,80,3.5,MED,STK,None / Very Small,14.5,44.5,62.7,EX,GD,0.6,EX,0.6,EX,0.4,EX,1.1,VG,4.3,EX,2.4,EX,1.3,VG,1,EX,1.4,VG,4,GD,2,EX,0.5,EX,0.4,EX,0.8,EX,1.4,EX,1.3,EX,1,EX,
16,Round,0.092,2.88,2.9,1.777,57.8,33.48,41.24,46.9,76.7,3.95,2.01,3.05,0.69,13.99,43.57,61.55,58,33.5,41.2,45,75,4,MED,THK,None / Very Small,14,43.5,61.6,VG,VG,0.6,EX,0.7,EX,0.8,EX,0.9,EX,8.2,EX,1.7,EX,1,EX,0.7,EX,0.7,EX,2.2,VG,1.8,EX,0.3,EX,0.7,VG,0.4,EX,1.9,EX,2.1,EX,0.9,EX,
17,ROUND,0.095,2.93,2.95,1.73,64.5,33.93,40.25,51.8,80.5,4.83,2.69,3.71,0.58,11.91,41.99,58.86,65,34,40.2,50,80,5,STK,THK,None / Very Small,12,42,58.9,GD,VG,0.5,EX,0.2,EX,0.4,EX,0.8,EX,4.8,EX,3,EX,0.9,EX,0.7,EX,1,EX,2.7,VG,1.4,EX,0.6,EX,0.4,EX,0.8,EX,2.1,EX,0.7,EX,0.9,EX,
18,ROUND,0.091,2.81,2.82,1.773,61.3,36.6,40.94,47.9,77.4,5.58,3.31,4.91,0.68,14.37,43.03,63.05,61,36.5,41,50,75,5.5,THK,VTK,None / Very Small,14.5,43,63.1,GD,GD,0.5,EX,0.5,EX,1.5,VG,1.5,VG,3.6,EX,4.4,EX,1.4,VG,0.4,EX,1.8,VG,4.4,GD,2,EX,0.6,EX,0.5,EX,0.8,EX,0.9,EX,1.6,EX,1.5,EX,
19,Round,0.094,2.92,2.94,1.766,57.4,34.25,40.24,45.4,74.7,3.86,1.95,2.87,0.72,14.45,41.92,60.33,57,34.5,40.2,45,75,4,MED,STK,None / Very Small,14.5,42,60.3,VG,VG,0.8,EX,1.9,VG,0.5,EX,0.9,EX,3,EX,4.4,EX,0.4,EX,1,EX,0.7,EX,2.9,VG,4.8,VG,0.3,EX,1,VG,1.2,VG,2,EX,1,EX,1.1,EX,
20,Round,0.09,2.81,2.83,1.752,61,35.65,40.75,47.5,77.8,5.52,2.9,5.21,0.74,13.92,42.46,62.04,61,35.5,40.8,50,80,5.5,STK,VTK,None / Very Small,14,42.5,62,GD,GD,0.7,EX,0.5,EX,0.7,EX,0.9,EX,7.3,EX,6.8,VG,1.8,VG,0.7,EX,1.1,EX,4.9,GD,3.2,VG,0.3,EX,0.8,VG,0.9,EX,1.4,EX,3.7,EX,1.2,EX,
22,Round,0.094,2.82,2.84,1.812,60.1,36.55,41.18,47.6,75.8,5.76,3.68,5.02,0.81,14.78,43.39,64.07,60,36.5,41.2,50,75,6,THK,VTK,None / Very Small,15,43.5,64.1,GD,GD,0.6,EX,0.2,EX,0.5,EX,1,VG,3.2,EX,2.6,EX,1.3,VG,0.7,EX,1.4,VG,4.1,GD,1.7,EX,0.5,EX,0.7,VG,1.1,VG,2.7,EX,2.2,EX,1,EX,
23,Round,0.081,2.78,2.81,1.653,62.2,33.05,40.63,48.9,80.3,4.15,2.43,3.33,0.57,12.37,42.53,59.12,62,33,40.6,50,80,4,STK,THK,None / Very Small,12.5,42.5,59.1,VG,GD,1,VG,0.2,EX,0.7,EX,1.2,VG,2.7,EX,3.6,EX,0.9,EX,1.1,EX,1.4,VG,3.2,GD,3.4,VG,0.2,EX,0.6,EX,0.5,EX,2.2,EX,2.6,EX,1.1,EX,
24,Round,0.083,2.82,2.84,1.688,60.4,33.63,41.01,47.6,76.9,3.39,1.31,2.97,0.92,13.22,43.04,59.65,60,33.5,41,50,75,3.5,MED,THK,None / Very Small,13,43,59.6,VG,VG,0.8,EX,0.6,EX,0.4,EX,1.4,VG,5.2,EX,2.5,EX,1.2,EX,0.4,EX,0.7,EX,1.3,EX,3.6,VG,0.1,EX,1,VG,0.9,EX,2.9,EX,3.1,EX,1,EX,
25,Round,0.089,2.85,2.87,1.752,60.7,33.98,41.61,49.3,77.6,3.92,1.54,2.77,0.74,13.27,44.1,61.32,61,34,41.6,50,80,4,MED,STK,None / Very Small,13.5,44,61.3,EX,VG,0.6,EX,0.8,EX,0.4,EX,0.2,EX,3.5,EX,6,EX,0.9,EX,0.4,EX,0.7,EX,1.7,VG,2.4,EX,0.2,EX,0.3,EX,0.3,EX,1.3,EX,0.5,EX,0.2,EX,
26,Round,0.092,2.83,2.85,1.807,58.9,35.83,41.71,47.7,77.7,4.44,2.5,3.48,0.74,14.82,44.17,63.6,59,36,41.8,50,80,4.5,STK,THK,None / Very Small,15,44,63.6,VG,GD,0.8,EX,0.8,EX,1.2,EX,1.1,VG,4.6,EX,2.5,EX,1.2,EX,0.7,EX,0.7,EX,3.5,GD,1.3,EX,0.5,EX,0.4,EX,0.8,EX,2.1,EX,1.9,EX,1.2,EX,
27,Round,0.095,2.9,2.92,1.82,57.7,34.59,41.49,46.6,76.4,4.09,1.82,2.78,0.58,14.51,43.93,62.56,58,34.5,41.4,45,75,4,MED,STK,None / Very Small,14.5,44,62.6,EX,VG,0.7,EX,0.3,EX,1,EX,1.4,VG,3.7,EX,6.4,VG,1.1,EX,1,EX,1.4,VG,0.9,EX,0.9,EX,0.5,EX,0.8,VG,0.6,EX,2.2,EX,1.2,EX,1,EX,
28,ROUND,0.093,2.93,2.96,1.72,60.8,33.29,40.03,44.9,78.2,3.8,1.7,2.68,0.71,12.87,41.66,58.4,61,33.5,40,45,80,4,MED,STK,None / Very Small,13,41.5,58.4,GD,VG,1,VG,0.7,EX,0.4,EX,0.6,EX,6.1,EX,5.4,EX,0.5,EX,0.7,EX,1,EX,2.4,VG,2.8,VG,0.2,EX,0.8,VG,0.9,EX,0.8,EX,1.4,EX,0.7,EX,
29,ROUND,0.091,2.94,2.96,1.696,62,31.01,40.23,49.7,76.2,3.83,1.93,3.25,0.51,11.46,42.1,57.49,62,31,40.2,50,75,4,MED,THK,None / Very Small,11.5,42,57.5,GD,GD,0.9,EX,0.9,EX,0.3,EX,0.6,EX,6.2,EX,5.9,EX,1,EX,0.7,EX,0.7,EX,2.8,VG,5.5,GD,0.3,EX,0.2,EX,0.2,EX,1.6,EX,2.5,EX,0.8,EX,
30,ROUND,0.101,2.98,3,1.817,57.4,34.63,40.41,46.9,74.5,3.71,0.77,2.77,0.7,14.7,42.27,60.71,57,34.5,40.4,45,75,3.5,THN,STK,None / Very Small,14.5,42.5,60.7,VG,VG,0.7,EX,1.8,VG,1.4,VG,0.5,EX,4.2,EX,3.7,EX,1.1,EX,1,EX,0.3,EX,2,VG,2.8,VG,0.4,EX,0.2,EX,0.5,EX,1.8,EX,6,EX,0.5,EX,
31,ROUND,0.102,3.01,3.03,1.818,58.9,33.95,40.75,48.9,75.8,3.61,1.72,2.52,0.6,13.84,42.73,60.18,59,34,40.8,50,75,3.5,MED,STK,None / Very Small,14,42.5,60.2,EX,VG,0.7,EX,0.4,EX,0.4,EX,0.5,EX,3.2,EX,2.7,EX,0.3,EX,0.7,EX,0.3,EX,1.1,EX,2.9,VG,0.3,EX,0.4,EX,0.6,EX,1.3,EX,2.1,EX,0.5,EX,
34,Round,0.082,2.76,2.78,1.685,61.4,32.44,40.99,47.9,77.5,5.2,2.96,4.44,0.54,12.38,43.2,60.81,61,32.5,41,50,80,5,THK,VTK,None / Very Small,12.5,43,60.8,GD,GD,0.7,EX,0.5,EX,2.1,VG,2.2,GD,4.6,EX,5.1,EX,1,EX,1.4,VG,1.8,VG,3.2,GD,3.4,VG,0.8,VG,1.9,GD,2.5,GD,1.8,EX,3.2,EX,2.4,VG,
35,ROUND,0.081,2.85,2.87,1.616,63.3,31.85,40.26,48.2,77.7,3.18,1.22,2.38,0.73,11.39,41.94,56.48,63,32,40.2,50,80,3,THN,STK,None / Very Small,11.5,42,56.5,GD,VG,0.9,EX,1.5,VG,0.3,EX,0.3,EX,8.9,EX,4.8,EX,1.2,EX,0.3,EX,1,EX,2,VG,3.7,VG,0.1,EX,0.7,VG,0.8,EX,1.8,EX,1.1,EX,0.5,EX,
36,Round,0.084,2.83,2.88,1.687,60.3,33.65,40.86,47.7,80.2,3.22,1.3,2.84,0.67,12.95,42.67,59.05,60,33.5,40.8,50,80,3,MED,STK,None / Very Small,13,42.5,59,EX,GD,1.8,VG,0.6,EX,1.3,VG,1.6,VG,3.8,EX,5.5,EX,0.8,EX,1.1,EX,0.7,EX,5.6,GD,2.3,EX,1.1,VG,1.5,GD,2.1,GD,1.7,EX,2.5,EX,2.1,VG,
37,Round,0.084,2.82,2.87,1.672,61,34.03,40.08,45.7,77.8,4.26,1.9,3.45,0.7,13.23,41.22,58.81,61,34,40,45,80,4.5,MED,THK,None / Very Small,13,41,58.8,GD,GD,1.5,VG,0.9,EX,1.5,VG,1.1,VG,4,EX,5.5,EX,1.7,VG,1.1,EX,1.8,VG,5.1,GD,3.5,VG,0.7,VG,0.6,EX,1.3,VG,4.1,VG,3.9,EX,1.2,EX,
38,Round,0.085,2.85,2.87,1.698,59.2,32.3,40.81,46.4,79.6,3.64,1.54,2.45,0.67,12.85,42.84,59.43,59,32.5,40.8,45,80,3.5,MED,STK,None / Very Small,13,43,59.4,VG,GD,0.8,EX,1.1,EX,0.4,EX,0.5,EX,8.1,EX,4.7,EX,1.4,VG,1.1,EX,1.1,EX,4,GD,3.3,VG,0.3,EX,0.5,EX,0.8,EX,2.5,EX,2,EX,0.7,EX,
39,Round,0.086,2.78,2.81,1.742,61.2,36.09,41.41,46.9,77.5,4.29,1.75,3.04,0.75,14.16,43.74,62.3,61,36,41.4,45,80,4.5,MED,THK,None / Very Small,14,43.5,62.3,VG,VG,1.2,VG,1.2,EX,1.4,VG,0.9,EX,5.2,EX,2.5,EX,1.4,VG,1.1,EX,1.1,EX,3,VG,1.9,EX,0.2,EX,0.5,EX,0.5,EX,2.8,EX,3.4,EX,1.2,EX,
43n,Round,0.089,2.88,2.94,1.706,63.5,32.23,41.19,47.4,79,3.92,1.75,2.92,0.69,11.45,43.14,58.65,64,32,41.2,45,80,4,MED,STK,None / Very Small,11.5,43,58.6,VG,GD,2.3,GD,1.2,EX,0.5,EX,1.3,VG,33.2,GD,6.9,VG,1.3,VG,1.7,VG,1.7,VG,4.1,GD,2.6,EX,1.2,VG,0.8,VG,2,GD,1.5,EX,5.2,EX,1.3,EX,
44,Round,0.087,2.84,2.85,1.765,58.5,34.75,41.64,49.8,75.4,3.34,1.16,2.36,0.6,14.39,44.18,62.08,59,35,41.6,50,75,3.5,THN,STK,None / Very Small,14.5,44,62.1,VG,GD,0.5,EX,0.6,EX,0.4,EX,0.6,EX,5.6,EX,1.8,EX,0.9,EX,0.7,EX,1.1,EX,3.7,GD,1,EX,0.4,EX,0.2,EX,0.5,EX,1.6,EX,1.6,EX,1.2,EX,
45n,Round,0.088,2.84,2.86,1.729,62.2,32.73,41.5,46.3,76.4,4.49,2.03,3.4,0.56,12.2,43.9,60.62,62,32.5,41.6,45,75,4.5,MED,THK,None / Very Small,12,44,60.6,VG,VG,0.5,EX,0.4,EX,0.7,EX,0.7,EX,5.7,EX,4.1,EX,0.8,EX,1.4,VG,1.1,EX,2.3,VG,3.8,VG,0.6,EX,0.4,EX,0.7,EX,4.5,VG,2.7,EX,0.8,EX,
46,Round,0.089,2.87,2.89,1.753,60.4,33.51,41.51,47.9,79.7,3.82,1.08,2.68,0.59,13.18,43.95,60.95,60,33.5,41.6,50,80,4,THN,STK,None / Very Small,13,44,61,EX,VG,0.7,EX,0.5,EX,1.2,EX,1.7,VG,4,EX,3.7,EX,0.9,EX,1.4,VG,1.4,VG,2,VG,2.5,EX,0.8,VG,0.9,VG,0.9,EX,3.3,EX,2.2,EX,1.8,EX,
47,Round,0.09,2.88,2.9,1.753,61.7,32.15,41.89,50.3,76.3,4.08,1.45,3.77,0.66,12.04,44.38,60.64,62,32,41.8,50,75,4,MED,THK,None / Very Small,12,44.5,60.6,VG,GD,0.7,EX,1.9,VG,0.9,EX,0.7,EX,4.3,EX,7.4,VG,1.5,VG,0.7,EX,1.7,VG,3.9,GD,3.2,VG,0.1,EX,0.7,VG,0.8,EX,1.1,EX,2.6,EX,1.1,EX,
48,Round,0.09,2.85,2.92,1.739,63.8,35,41.43,52.3,79.4,4.26,1.87,3.33,0.8,12.69,43.29,60.28,64,35,41.4,50,80,4.5,MED,THK,None / Very Small,12.5,43.5,60.3,VG,GD,2.5,GD,1.7,VG,2.4,VG,1.7,VG,3,EX,7.4,VG,1.2,EX,1.4,VG,1.7,VG,4.6,GD,1.9,EX,0.2,EX,1.1,VG,1.3,VG,3,EX,4.3,EX,1.5,EX,
49,ROUND,0.093,2.89,2.9,1.785,62.3,38.19,41.48,48.4,77.9,2.9,0.66,2.66,0.73,14.86,43.85,61.68,62,38,41.4,50,80,3,ETN to VTN,STK,None / Very Small,15,44,61.7,GD,GD,0.5,EX,1.1,EX,0.4,EX,0.5,EX,6.7,EX,1.5,EX,1.3,VG,1,EX,0.7,EX,4.3,GD,2.6,EX,0.8,VG,0.4,EX,1,VG,0.4,EX,0.9,EX,0.6,EX,
50,ROUND,0.091,2.89,2.91,1.767,57.3,34,40.88,48.6,78,3.45,1.83,2.62,0.76,14.45,42.97,60.93,57,34,40.8,50,80,3.5,MED,STK,None / Very Small,14.5,43,60.9,EX,VG,0.8,EX,0.5,EX,0.4,EX,0.3,EX,3.7,EX,2.1,EX,0.6,EX,0.7,EX,0.7,EX,2.3,VG,1,EX,0.5,EX,0.4,EX,0.8,EX,1.8,EX,1.6,EX,0.3,EX,
51,Round,0.092,2.85,2.87,1.79,60.3,34.96,41.61,46.7,76.9,4.47,2.41,3.18,0.52,13.9,44.08,62.52,60,35,41.6,45,75,4.5,STK,THK,None / Very Small,14,44,62.5,VG,GD,0.6,EX,0.3,EX,3.3,GD,2.9,GD,4.7,EX,3.3,EX,1.1,EX,1,EX,1.4,VG,4,GD,2.5,EX,0,EX,1.9,GD,1.8,VG,3,EX,3.8,EX,2.9,VG,
52,Round,0.093,2.86,2.89,1.822,55.1,35.3,41.31,45.6,78.2,3.8,1.64,2.82,0.52,15.91,43.7,63.44,55,35.5,41.4,45,80,4,MED,STK,None / Very Small,16,43.5,63.4,VG,GD,1,VG,1,EX,2.4,VG,1.5,VG,7.6,EX,3.8,EX,1.4,VG,1,EX,1.7,VG,4,GD,2.9,VG,0.2,EX,0.9,VG,1,VG,2.7,EX,2.4,EX,1.6,EX,
53,ROUND,0.092,2.92,2.93,1.737,59.5,33.24,40.38,45.2,76,3.9,2.02,3.49,0.68,13.26,42.19,59.38,60,33,40.4,45,75,4,MED,THK,None / Very Small,13.5,42,59.4,VG,VG,0.5,EX,1.1,EX,0.5,EX,0.7,EX,5.2,EX,7.3,VG,0.7,EX,0.7,EX,1,EX,2.3,VG,4,VG,0.5,EX,0.3,EX,0.3,EX,1.5,EX,2.3,EX,0.7,EX,
54,ROUND,0.093,2.87,2.89,1.791,59.1,36.76,41.15,48.4,74.5,3.72,1.74,2.95,0.94,15.22,43.24,62.25,59,37,41.2,50,75,3.5,MED,THK,None / Very Small,15,43,62.3,VG,VG,0.6,EX,0.7,EX,0.4,EX,0.3,EX,5,EX,2.7,EX,1.1,EX,0.7,EX,1,EX,1.5,EX,3.1,VG,0.1,EX,0.4,EX,0.4,EX,2.1,EX,1.7,EX,0.3,EX,
55,Round,0.092,2.88,2.9,1.783,57.7,34.05,41.1,47,76.5,3.94,1.35,2.59,0.76,14.38,43.33,61.65,58,34,41.2,45,75,4,MED,STK,None / Very Small,14.5,43.5,61.7,EX,VG,0.5,EX,1.1,EX,1.1,EX,0.9,EX,2.2,EX,2.7,EX,1.3,VG,1,EX,1,EX,1.7,VG,2.1,EX,0.4,EX,0.8,VG,1.1,VG,2.1,EX,1.8,EX,0.9,EX,
56,Round,0.093,2.85,2.89,1.824,56.9,35.16,41.78,47.9,78,4.04,1.67,2.72,0.91,15.19,44.25,63.55,57,35,41.8,50,80,4,MED,STK,None / Very Small,15,44.5,63.6,VG,GD,1.3,VG,1.1,EX,0.9,EX,0.7,EX,3.3,EX,4.6,EX,0.9,EX,0.3,EX,0.7,EX,4.1,GD,1.6,EX,0.2,EX,0.8,VG,0.7,EX,3.2,EX,2.5,EX,0.9,EX,
57,ROUND,0.094,2.88,2.91,1.788,60.8,36.16,41.05,49.3,75.9,4.05,2.04,3.15,0.55,14.38,43.33,61.83,61,36,41,50,75,4,MED,THK,None / Very Small,14.5,43.5,61.8,VG,GD,1,VG,0.6,EX,0.4,EX,0.7,EX,5.2,EX,2,EX,1.2,EX,0.7,EX,1.4,VG,4.4,GD,2,EX,0.3,EX,0.1,EX,0.3,EX,1,EX,2.7,EX,0.7,EX,
58,ROUND,0.093,2.85,2.88,1.805,59.5,36.45,41.65,49.8,77,3.8,1.92,2.58,0.8,15.03,44.11,62.94,60,36.5,41.6,50,75,4,MED,STK,None / Very Small,15,44,62.9,GD,GD,1,VG,0.4,EX,1,EX,1.5,VG,3.1,EX,5.2,EX,1,EX,1,EX,0.7,EX,1.8,VG,2.1,EX,0.4,EX,1.4,GD,1.1,VG,1.6,EX,3.1,EX,1.5,EX,
59,Round,0.095,2.89,2.9,1.823,61,39.01,41.65,50.2,77.1,3.01,0.76,1.69,0.73,15.83,44.13,62.99,61,39,41.6,50,75,3,THN,MED,None / Very Small,16,44,63,GD,GD,0.6,EX,0.5,EX,2.3,VG,1.9,GD,4.8,EX,4.3,EX,0.8,EX,1.4,VG,1,EX,3.9,GD,3.2,VG,0.8,VG,1.3,GD,1.8,VG,2.4,EX,2,EX,1.9,VG,
60n,Round,0.095,2.92,2.93,1.758,59.1,33.04,40.18,46,75.3,4.89,2.56,3.9,0.44,13.13,42.05,60.1,59,33,40.2,45,75,5,STK,THK,None / Very Small,13,42,60.1,VG,GD,0.6,EX,1.9,VG,2,VG,1.5,VG,20.4,GD,3,EX,1,EX,1.7,VG,2.4,VG,3.2,GD,3.4,VG,0.8,VG,0.5,EX,1.3,VG,1.8,EX,2.7,EX,1.7,EX,
61,ROUND,0.096,2.94,2.95,1.774,61.3,35.28,40.71,47.1,76.7,3.91,2.21,3.77,0.82,13.67,42.67,60.32,61,35.5,40.8,45,75,4,STK,THK,None / Very Small,13.5,42.5,60.3,VG,VG,0.4,EX,0.9,EX,0.8,EX,0.2,EX,2.6,EX,4,EX,0.7,EX,0.7,EX,0.3,EX,2.3,VG,2.6,EX,0.2,EX,0.3,EX,0.5,EX,2.1,EX,2.9,EX,0.5,EX,
62,ROUND,0.096,2.94,2.98,1.763,58.5,32.96,40.08,46.5,78.5,4.46,1.96,3.35,0.41,13.32,41.74,59.58,59,33,40,45,80,4.5,MED,THK,None / Very Small,13.5,41.5,59.6,GD,VG,1.2,VG,1.6,VG,1,EX,1,VG,5.8,EX,4.2,EX,1.2,EX,0.3,EX,1,EX,2.8,VG,2.5,EX,0.3,EX,0.3,EX,0.6,EX,1.5,EX,1.9,EX,1.2,EX,
63,Round,0.097,2.98,3,1.759,59,32.91,40.25,48.7,75.1,3.31,1.07,2.67,0.57,13.26,42.06,58.77,59,33,40.2,50,75,3.5,THN,STK,None / Very Small,13.5,42,58.8,VG,GD,0.6,EX,0.6,EX,1.5,VG,0.8,EX,6.8,EX,2.3,EX,1.8,VG,0.7,EX,1,EX,5,GD,2.9,VG,0.7,VG,0.8,VG,1.2,VG,5.1,VG,1.3,EX,0.9,EX,
